date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:44	1191/1191	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Mar%202013%2016:34:28%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/avatars/user.jpg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/avatars/user.jpg	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:45	113739/113739	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/profile.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/profile.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:45	77144/77144	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/index.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/index.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:45	33364/33364	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/top-menu.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/top-menu.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:45	34823/34823	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/two-menu-1.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/two-menu-1.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:46	36279/36279	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/two-menu-2.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/two-menu-2.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:46	33660/33660	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/mobile-menu-1.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/mobile-menu-1.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:46	30975/30975	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/mobile-menu-2.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/mobile-menu-2.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:46	30054/30054	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/mobile-menu-3.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/mobile-menu-3.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:46	40364/40364	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/typography.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/typography.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:47	70769/70769	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/elements.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/elements.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:47	81258/81258	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/buttons.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/buttons.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:48	38522/38522	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/content-slider.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/content-slider.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:48	40897/40897	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/treeview.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/treeview.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:48	47415/47415	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/jquery-ui.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/jquery-ui.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:48	36476/36476	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/nestable-list.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/nestable-list.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:49	117080/117080	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/tables.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/tables.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:49	47208/47208	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/jqgrid.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/jqgrid.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:50	95427/95427	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/form-elements.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/form-elements.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:50	40491/40491	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/form-elements-2.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/form-elements-2.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:50	55636/55636	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/form-wizard.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/form-wizard.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:51	39384/39384	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/wysiwyg.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/wysiwyg.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:51	32479/32479	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dropzone.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dropzone.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:51	63018/63018	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/widgets.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/widgets.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:51	37934/37934	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/calendar.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/calendar.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:52	37393/37393	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/gallery.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/gallery.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:52	43593/43593	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/pricing.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/pricing.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:52	35655/35655	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/invoice.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/invoice.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:52	51643/51643	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/timeline.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/timeline.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:53	31671/31671	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/email.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/email.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:53	11530/11530	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/login.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/login.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:53	53142/53142	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/faq.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/faq.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:53	31746/31746	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/error-404.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/error-404.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:53	31419/31419	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/error-500.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/error-500.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:54	34694/34694	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2009:43:04%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/grid.html	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/grid.html	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:55	84757/84757	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Oct%202015%2009:26:48%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/js/jquery.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/js/jquery.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:55	7638/7638	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Oct%202015%2009:26:50%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/js/jquery.mobile.custom.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/js/jquery.mobile.custom.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:56	40915/40915	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Oct%202015%2009:26:40%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/js/ace-elements.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/js/ace-elements.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:57	50888/50888	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Oct%202015%2009:26:40%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/js/ace.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/js/ace.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:11:58	36816/36816	---MCZ	200	added ('OK')	text/javascript	etag:W/%224becdc9104623e891fbb9d38bba01be4%22	http://netdna.bootstrapcdn.com/bootstrap/3.3.5/js/bootstrap.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/netdna.bootstrapcdn.com/bootstrap/3.3.5/js/bootstrap.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:12:00	20127/20127	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2016%20Jun%202015%2004:43:22%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.eot	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.eot	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/bootstrap.min.css)
18:12:00	18028/18028	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2016%20Jun%202015%2004:43:22%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.woff2	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.woff2	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/bootstrap.min.css)
18:12:02	23424/23424	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2016%20Jun%202015%2004:43:22%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.woff	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.woff	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/bootstrap.min.css)
18:12:03	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2016%20Jun%202015%2004:43:22%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.svg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.svg	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/bootstrap.min.css)
18:12:04	20127/20127	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2016%20Jun%202015%2004:43:22%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.eot?	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regulard41d.eot	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/bootstrap.min.css)
18:12:05	7080/7080	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Mar%202014%2014:00:34%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/images/pattern.jpg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/css/images/pattern.jpg	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/ace.min.css)
18:12:07	8944/8944	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Apr%202013%2005:15:36%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-4.jpg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-4.jpg	(from http://responsiweb.com/themes/preview/ace/1.3.4/inbox.html)
18:12:08	45404/45404	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2016%20Jun%202015%2004:43:22%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.ttf	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/fonts/glyphicons-halflings-regular.ttf	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/bootstrap.min.css)
18:12:08	84380/84380	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.1.4/jquery.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/ajax.googleapis.com/ajax/libs/jquery/2.1.4/jquery.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/blank.html)
18:12:08	8811/8811	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Apr%202013%2005:15:34%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-3.jpg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-3.jpg	(from http://responsiweb.com/themes/preview/ace/1.3.4/inbox.html)
18:12:09	3447/3447	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Oct%202015%2009:26:42%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/js/bootstrap-tag.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/js/bootstrap-tag.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/inbox.html)
18:12:09	9604/9604	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Apr%202013%2005:15:32%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-2.jpg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-2.jpg	(from http://responsiweb.com/themes/preview/ace/1.3.4/inbox.html)
18:12:09	6513/6513	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Apr%202013%2005:15:30%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-1.jpg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/images/gallery/thumb-1.jpg	(from http://responsiweb.com/themes/preview/ace/1.3.4/inbox.html)
18:12:10	1963/1963	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Oct%202015%2009:26:48%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/js/jquery.hotkeys.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/js/jquery.hotkeys.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/inbox.html)
18:12:10	3666/3666	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Oct%202015%2009:26:42%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/js/bootstrap-wysiwyg.min.js	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/js/bootstrap-wysiwyg.min.js	(from http://responsiweb.com/themes/preview/ace/1.3.4/inbox.html)
18:12:10	3042/3042	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202015%2009:27:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/jquery-ui.custom.min.css	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/css/jquery-ui.custom.min.css	(from http://responsiweb.com/themes/preview/ace/1.3.4/profile.html)
18:12:10	1575/1575	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202015%2009:27:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/jquery.gritter.min.css	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/css/jquery.gritter.min.css	(from http://responsiweb.com/themes/preview/ace/1.3.4/profile.html)
18:12:11	15357/15357	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202015%2009:27:06%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/select2.min.css	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/css/select2.min.css	(from http://responsiweb.com/themes/preview/ace/1.3.4/profile.html)
18:12:11	68835/68835	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Mar%202014%2009:23:56%20GMT	http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/images/meteorshower2.jpg	C:/Mis%20lugares%20Web/Ace-Master1.3.4/responsiweb.com/themes/preview/ace/1.3.4/dist/css/images/meteorshower2.jpg	(from http://responsiweb.com/themes/preview/ace/1.3.4/dist/css/ace.min.css)
